LABEL	preprocessing_C
AGAINST	Sra tcunillera em sembla una declaració molt irresponsable Està obrint la beda a q qualsevol funcionari pugui agredir per qüestions ideològiques jordiborras tens tot un poble darrera q creu en la TEVA innocència Una abraçads company 
FAVOR	Si després de passarse pel folre el mandat de l1O criminalitzar les protestes i enviar la Brimo a hostiarnos els torneu a regalar el vot el 28A tenim un problema greu farsants 
AGAINST	4000 likes aquesta merda Si els testimonis haguessin de dir tots els mateix no caldria citar a 500 testimonis I així tot en el procés a cop de fake tuits 
FAVOR	RT JaumeTorres14 Suposo que Inés Arrimadas estarà mirant Tv3
FAVOR	RT radiopolla Molt gran Mikel San José 👍 Un jugador de lAthletic qualifica de disbarat el judici als presos polítics 
AGAINST	elnacionalcat Lany que ve posem a en F Macià va O millor encara a en J Pujol Ah no que la humilliació al catalanisme no
AGAINST	QuimTorraiPla JuntsXCat Treballeu per tots i invertiu els nostres impostos en coses útils Estem farts de filosofades i coses que ni es poden tocar ni es tradueixen en res Farts
FAVOR	jcoscu Un any despres i tot és tan fàcil com dipositar un vot en una urna els del SI independència i els del NO feu una proposta que sedueixi i sortirem del bucle  El que no pot ser és que trieu unidad avans que democràcia El poble sha de pronunciar el país ha devolucionar
FAVOR	Aquest dijous vaga general Aturemho tot Mobilitzemnos i pressionem fins a fer efectiva la independència AutodeterminacióNoÉsDelicte CapALaIndependència MakeAMove FakeJustice FakeTrial I censeuvos a la Catalunya independent  RegistreCiutadà 
FAVOR	De lestelada a la tricolor de las repúbliques espanyoles Aquesta pantalla no lha vem passar al 1934 Es un moviment per perdre la majoria independentista 
AGAINST	oriolguellipuig Si Ho és Amb aquests impresentables tot és possible
FAVOR	Un any més a la festa alternativa de Sallent aquest cop sense lAnnaGaSabate et volem a casa i no pararem fins aconseguirho ✊freeannagabriel FreeThemAll 
FAVOR	Mateixa rebel·lió Mateixa sedició Mateixa violència No ens aturareu no us ho permetrem Aquest poble no es rendirà mai que us quedi ben clar Mai Catalunya és lluita Us traurem dallà dintre 20S LlibertatPresosPolítics 
FAVOR	RT Traperisme Això no és el que ha declarat avui oí JudiciFarsa 
AGAINST	RT jotaemi Aquest és el nivell del drama 
FAVOR	RT CDRterrassaNord EsAra NiUnPasEnrere NiOblitNiPerdó diada2018 CDRVallesOccidental 
FAVOR	QuimTorraiPla KRLS AntonioTajani llenguacat President QuimTorraiPla Hem vingut a defensar el dret dautodeterminació de Catalunya i a recordar que els nostres líders polítics i socials estan a presó per organitzar un referendum per les seves idees Alguns com junqueras i raulromeva són exdiputats del EuroparlEN
AGAINST	A favor dun eslògan publicitari per la 2a samarreta de la temporada 2021 que digui EL BON FUTBOL TORNA A VESTIR DE BLANC 
AGAINST	AlbanoDante76 Enfadats és poc És un miserable
AGAINST	▶️Pregunta del diputat alejandroTGN  del Subgrup del PPCatalunya al president de la gencat QuimTorraiPla a la sessió de control del Ple del parlamentcat 
FAVOR	Si voto a les eleccions despaÑaza no serà cap partit que proclami a cor obert el seu amor per espaÑa ni qui vulgui convertir espaÑa en una república missió impossible Només votaré qui es proposi salvar Catalunya per sempre més de les urpes despaÑaza Si no no voto
NEUTRAL	Ñ exercint la seva fastigosa pressió ha fet modificar el vídeo🤬😡😠 
FAVOR	RT 324cat Raül Romeva Rotundament no Mai hem fet cap incitació a la violència  JudiciTV3CatRàdio 
FAVOR	Resum Vol marcar paquet abans danar a Madrid quan realment és altra derrotada pel procés i de la pitjor manera el 21D medalla de plata però no puja al podi ERCJUNTSCUP wins Albiol Levy Alamany manca Iceta que podria serho el 28A si Colau wins 
FAVOR	RT Lourdes09521031 NoSurrenderCat Els presos politics ens estan donan a tots una clase magistral de valentia e inteligencia 
FAVOR	Marc mental autonòmic i hispanocèntric al 300 Alta traïció a les urnes atès que aquests estafadors no tenien pas el mandat dentretenirse amb folclorismes simbòlics sobre el cap dEstat de lEstat del qual hem votat separarnos sinó el de fer efectiva la independència Fora 
AGAINST	monicainstitut PareraEva Això dels drets dels pobles i les persones dels seus clar és el mateix que diu Farage o Trump És el mateix populisme
FAVOR	Un grup de mallorquins es concentra a Palma cada dijous al vespre des de fa més dun any per reclamar la llibertat dels presos i el retorn dels exiliats 
NEUTRAL	La mediació del Col·legi dAdvocats de Terrassa ha estat fonamental per arribar a aquest acord que resultarà beneficiós per a tota la ciutadania 
AGAINST	📺 Vídeo resum del curs anual de dretshumans 🔜 Anàlisis i propostes per enfortir la lluita social davant la regressió global de drets i llibertats 📆 18 març  4 abril 📌 FBiDUB 🖇 Programa i inscripcions  
FAVOR	La seva derrota començava el 20S amb un poble mobilitzat des de la desobediència civil no violenta defensant els drets amb fermesa i determinació
FAVOR	RT traduccioautom Ets més de voler La voluntat popular o la voluntat dels polítics  Rt Vota Segueixnos
FAVOR	El MHP Puigdemont KRLS ha estat i és la nostra veu al món Sense aquesta gran veu hauriem estat perduts en el silenci còmplice dun afer intern i totalment ocult Gràcies President Puigdemont un fenomen mediàtic al cor de la Unió Europea 
FAVOR	Nex72599860 Rajoy Qui es va Cepillar lEstatut era el partit que va governar fins a finals del 2011 el PSOE de ZP I a part del PP el defensor del pueblo posat a dit pel govern també era una de les parts que va portar lEstatut al TC No és per treureli mèrits a en Mariano
AGAINST	Endevineu quin dels següents edificis és lúnic que ha estat atacat violentament pels vaguistes davui i penseu a quins interessos respòn aquest fet Si no ho enteneu ni així jo ja no sé
FAVOR	La MHC de Cultura LauraBorras ens ha acompanyat en la visita dobres del MuseuCasteller de Valls que hem fet avui Aquest equipament revitalitzarà el BarriAntic impulsarà el turisme fentne créixer loferta i reforçarà el km 0 del MónCasteller oscarperis 👏👌 
AGAINST	Sembla que quan no van a la susannagriso o a la anarosaq  tenen més difícil de vendre les mentides Així han acorralat JosepBorrellF a la BBCWorld  demanantli per la farsa de judici als presos polítics 
FAVOR	26 de setembre a Terrassa acte sobre la situació dels presos i exiliats amb Jaume AlonsoCuevillas i Jordi Pina via  independencia estatpropi
AGAINST	210319 de 16001730h a ICATTarragona planta 0 TAULA 2 sobre els delictes de la humanitat i vies de justiciabilitat CDHAdvocacia de conselladvocat INSCRIPCIONS 
FAVOR	ChakirelHomrani ccoocatalunya Què et semblaria expressar el teu absolut suport també als manifestants que han atonyinat avui els Gossos del teu govern efectiu  Això tampoc és tolerable i sha de dir clar i alt
AGAINST	LlunaCatalana3 Perquè son idiotes no son independentistes un català que voti als estafadors que ens han enganyat després de no implementar el resultar de l1O senzillament no es català
AGAINST	🗞️ InesArrimadas condemna lescarni a manuelvalls i adverteix Qui utilitza la violència per intentar callar o intimidar a qui no pensa com ell està atacant a la democràcia  ActualidadCs 
AGAINST	RT GirautaOficial Rahola a López Alegre anem a la guerra 
FAVOR	Què és lindependentisme hiperventilat també conegut com independentisme express És la denominació que fa lautonomisme independentista de lindependentisme que el desemmascara Obro fil 👇
AGAINST	Pregunto si uns jutges poden dir en un xat de 5500 persones que els indepes som Fills de Puta els indepes podem dir que alguns jutges són Fills de Puta Ès per a un amic
FAVOR	Lobonidas La dreta catalana és a Waterloo Les espanyoles són només un espantall Per això votar els més actius al carrer i aparentement desobedients encendrà totes les alarmes i començarà a posar molt nerviós al trifachito i a Felipe uve palito
AGAINST	Em sento molt més a prop de la CAT que pot representar Rosalia a la de RaholaOficial o el fascinarós tonialba Ho tenia que dir llibertat cultura Rosalia Torredembarra Catalunya República Igualtat Pluralitat Respecte Integració 
FAVOR	I quan el xerraires professionals no són prous per fer la feina ho rematen posant en escena als seus bufons Polònia and Company per continuar ridiculitzant la causa indepe això sí sempre de bon rotllo I si cal vetar a gent com Laura Rosel ho fan
AGAINST	Laiesken JordiGraupera Els drets polítics o són per tothom o no existeixen
FAVOR	La desobediència civil no violenta la via per desgastar lEstat i avançar en la confrontació democràtica Per avançar cap a la nostra llibertat és un deure que OrganitzemRepública Contra la repressió la solidaritat és una obligació Tot el suport al Adri EtTornaremLliure 
AGAINST	Mordoh Es fan el feixisme a sobre
AGAINST	RT ramasnou Fa justament un any en un míting a la Plaça Vella de Terrassa aquest paio anava dient justament el contrari 
AGAINST	RT tonicantona Periodista de Tv3laseva parlant del Ministre Montoro a través del concertat PartalWeb 
FAVOR	RT LaRepublicaCat Arrimadas abandona la seva estimada Catalunya gràcies a UBER 
FAVOR	RT elpuntavui Oriol Junqueras En cap moment vaig interrompre el registre i em vaig mostrar educat amb els policies judici1o 
FAVOR	RT Anasfll Aquest mati a la frontera amb França per on van passar les urnes 🤣👍💪💪💪 RepublicaCatalana LlibertatPresosPolitics 
AGAINST	DavidVinyals Exacte com tu dius es fàcil fer lindependencia el problema es que no tenim polítics que la vulguin fer i daquesta manera només una revolució al carrer que no puguin aturar un assalt al Parlament o algo semblant podria arribar a ferla però com que es violència doncs això
AGAINST	Cuixart sembolica encara més quan argumenta que Catalunya està especialment evolucionada per protagonitzar una revolució social Hi ha una llavor a la societat catalana que permet fer canvis que no es poden fer a la resta de lEstat Per què això passa a BCN i no a Madrid  
AGAINST	RT tonicantona Roger Torrent a mentit a consciència el Tribunal Suprem sota jurament 
AGAINST	Els dretshumans constitueixen una exigència èticopolítica pels governs i un indicador fonamental per determinar la gestió governamental i la governabilitat democràtica dun territori premiSOLIDARITAT
AGAINST	🎥 dbertranroman Els partits separatistes continuen degradant el Parlament impedint que es parli de temes importants relacionats amb la joventut Els joves patim una taxa important datur i és una vergonya que es boicotegi aquesta comissió 
FAVOR	Tots els fiscals jutges i polícia no ens van aturar per votar i no ens aturaran fins fer realitat la República de Catalunya NiUnPasEnrere LlibertatPresosPoliticsiexiliats 20S 
FAVOR	RT BullySJ JudiciALaDemocràcia JudiciFARSA JudiciTV3CatRàdio JudiciProcés judicialademocracia JoAcuso RepúblicaCatalana 
FAVOR	Mireu el TL dels Parlamentaris Molts no parlen de política ni de independència Molts només parlen de presos i de visites a la presó I així anirem passant fins a les municipals
NEUTRAL	RT elisendallovet ReinaSonia No es xenofòbia es desinfecció com diu el vostre amic JosepBorrellF k sha de fer Bon dia JoAcuso
AGAINST	LHoraRebel MobikeES Ens agradaria votar NO La BiciLH és la solució per una MobilitatSostenible real i desplaçar el cotxe del centre dels barris Parò la realitat és ben diferent MobikeES dóna massa problemes a LHospitalet Zaragoza i a moltes ciutats darreu del mon on opera Mobike
FAVOR	El PSOE mai canviarà Viuen de lengany permanent i del menyspreu visceral als partits independentistes Res a pactar amb aquesta gent LlibertatPresosPoliticsiexiliats FreeTothom JudiciFarsa 
AGAINST	Comunicat del Síndic de Greuges sobre la llibertat dexpressió a lespai públic i institucional  Síndic de Greuges de Catalunya  Impecable i elemental Que calgui recordar el que és normal i bàsic és símptoma duna certa patologia política
FAVOR	RT HannaMestres Qui no té feina el gat pentina judici1O JudiciTV3CatRàdio JudiciFarsa JudiciProcés JoAcuso 
FAVOR	De veritat que hi ha dies que la injustícia es fa insuportable Avions de paper com a prova de rebel·lió i sedició Si no hi haguessin presos i exiliats riuríem Però no fa gràcia prou llibertat LlibertatPresosPoliticsiexiliats 
AGAINST	lamardemona Ni tant sols poden aplicarlo sense motiu i a més dependria del Senat on previsiblement el PSOE tindria majoria
AGAINST	DolorsBoatella Per curiositat després damenaçarte Millo el Nàpia Llarga tha blocat
AGAINST	LEspanya que volem oberta plural moderna igualitària justa  Força meritxellbatet ❤️🌹 estimoBCN LaEspañaQueQueremos 
AGAINST	GabrielRufin2 Jomateixapunt Bueno Havem alguns que trevallem que no tenim lo chapo rovellat i mos aniria bé un tractoret Lo tractoret lo volem per treballar no per tocar los collons amb la merda de la independencia
AGAINST	Molt bé quimforn dempeus i amb la veritat és indecent linterrogatori versió telebasura del fiscal
FAVOR	RT efabrega helixx85 Aquests números deuen haver fet els espanyols i per això MAI accediran a un referèndum vinculant si no els obliga
AGAINST	fmarcalvaro Fins al punt que mha fet pensar shaurà dexiliar
FAVOR	🔴 A Terrassa el feixisme no pot quedar sense resposta Ni la impunitat de la que gaudeixen Un poble unit i actiu serà sempre el millor dic de contenció NoPassaran 
FAVOR	Un bon català 🤦‍♂️🤦‍♂️🤦‍♂️ Alejandro Fernández va a Madrid a demanar un nou 155 És una solució política via elnacionalcat 
FAVOR	RT elnacionalcat Més independentisme que abans de l1O un 51 dels catalans vol separarse dEspanya 
FAVOR	Ei i si la assemblea possa unes pantalles gegants a lArc del triomf dijous per seguir les declaracions dels presos politics Com quan juga la seleccion española i hi van els de Ciudadanos i demostrem la diferencia entre uns i altres O potser el 21F teniu algo millor a fer
AGAINST	ARApolitica Quina comissio del ICAB No serán els del grupet del Pina Ayyy quina casualitat vaja tontería de noticia com us esforceu en noticies novedoses dinvestigacio  Chapeau
FAVOR	Acusem Lestat Gràcies👏👏👏👏 MossosXdemos ANCMossos ANCBombers orgulldepoble CapALaIndependència UnPasEndavant 21FVagaGeneral lautodeterminacionoesdelicte RepúblicaCatalana InvestimPuigdemontJa PuigdemontElNostrePresident OmplimElsCarrersJA 1Oct NiOblitNiPerdó 
