LABEL	preprocessing_C
FAVOR	Avui a Santjoandevilatorrada reivindiquemL1doctubre amb el Pdemocratacat mlluisvall 👉🏻 1O2017 Vam votar i vam guanyar reivindiquem aquell dia fins a aconseguirho LlibertatPresosPolíticsiexiliats 🎗 UsVolemaCasa 🎗 UsVolemLliures 🎗 
NONE	La consellera de Presidència Elsa Artadi demana la dimissió de la secretària dEstat dEspanya Global Irene Lozano  
NONE	RT polprCAT iuforn I que La Crida va animar a la gent a anar als col·legis l1O quan ni existia
FAVOR	No defallir ni espera que sigui breu Per tant fer política també és legislar molt i bé i qie tho impugnin injustament i governar justament i bé per a tothom o gairebé tothom 
FAVOR	RT Miquel2XTI Josè Antonio Nieto ha canviat de color mica en mica 😂😂😂😂 FakeSuprem JudiciTV3CatRàdio
AGAINST	📻 En uns minuts la MarilenBarcelo estarà a Realpolitikrne comentant lactualitat política 📲 Texpliquem tot aquí 👇🏼 
NONE	Gràcies al relat col·lectiu que les dones estan teixint des d àmbits com la literatura la política la música i la ciència el feminisme ja mai calla Descobreix la nostra playlist dedicada al 8M conferències i xerrades necessàries feminismesCCCB  
FAVOR	RT CADCI Cremen el rei espanyol al Carnestoltes de Ribes de Freser judici1O Carnestoltes 
AGAINST	montseblanes Intuïm que durant lESO lorientació es basa clarament en resultats acadèmics i no tant en interessos PerQueApostem 
NONE	La consellera de Presidència i portaveu del govern Els Artadi diu que Enric Millo fa negacionisme de l1O  JudiciTV3CatRàdio 
FAVOR	RT cupnacional 👉Acampem a Sant Jaume Que no ens prenguin les places I demà totes a HoliNoPassareu 🖌️ SeguimPrenentPartit 
AGAINST	PauSMM Sí en breu la Lozano penja un video de com fer uns ous estrellats més ràpid impossible
NONE	Avui amb tots vostès una vella glòria de la Diputació emilianojimenez del PP 9 anys de càrrecs lactual a més de 3500 euros en 14 pagues El coneixereu per èxits com Homosexuales y extraños estudios   El paio es guanya el jornal a base de bé 
FAVOR	El sistema judicial espanyol està essent criticat continuament dins i fora les fronteres de lestat però segur que tots sequivoquen shameONspanishjustice
NONE	RT AHCAMA Desprésde la marxa i el chepe musica x obrir micros i combatre la pluja 
NONE	vaga 8deMarç 💪🏽💪🏽💪💪🏿💪🏾💪🏽💪🏻👏🏻👏🏿👏🏽👏🏼👏🏼👏🏿👏🏻👏🏻a Mataró 8MCadaDia EnsPlantem 8M2019⁠ ⁠⁠ ⁠⁠ ⁠⁠ ⁠ ccoocatalunya DonesCCOOCat Mural de les dones 
FAVOR	El nostre regal pels teus 50 anys hem pujat la teva estelada a lAneto el cim més alt dels Pirineus que tant estimes Per molts anys amic joseprull Que ben aviat puguem pujar junts LlibertatPresosPoliticsiExiliats FreeTothom 
FAVOR	Ha arribat el moment crucial en el qual TOTS fem falta Deixeu el foc amic de banda els trets als peus i focalitzemnos en lobjectiu Hi hem de CREURE i ho hem de CREAR tots plegats No és impossible Cadascú al seu lloc els polítics al seu nosaltres al nostre
NONE	RT Joanet360 324cat frsoler ah havien marxat en els últims anys tothom marxa de Catalunya però a la vegada segueixen aquí fent negoc
AGAINST	jorditwit nuriadgc juanmaquesada molesti tot cristo o no ens menjarem un torrat
AGAINST	Avui demà i aquest cap de setmana potser en parlarem pel 8M però aquest és el desequilibri actual entre homes i dones als càrrecs dels mitjans de comunicació La següent taula de MediacatCat ho exemplifica  
NONE	2⃣ Controvèrsia a Olot per la versió de La càrrega de Casas que presenta Felip VI Sánchez Casado Rivera i Abascal a cavall sota el títol 155 presenta La Manada 324MésVistes  
FAVOR	Cap a Terrassa Rull50 Democracia Llibertat i RepúblicaCatalana 
AGAINST	RT rafuleitan 324cat Serà un dia en què treballaré amb més afany que mai
AGAINST	enoticiescat El cens universal de l1O es va fer sol 
FAVOR	El que no veieu és que el problema no és el capità tabàrnia desbocat Això ja ho sabem El problema el tenim a Mossos impunitat del feixisme
AGAINST	RT XYEirod xriusenoticies BestiolaAnabel Però en el segón twit la caga
NONE	🔴 Buch Des que soc conseller hem tingut diferents viatges internacionals per part del president i consellers Sempre han anat acompanyats descortes i mai hi ha hagut cap tipus dimpediment per part del ministeri  
AGAINST	Que sha pres el traductor del 324cat  Esta fent un overacting alteradissim
FAVOR	rogertugas Avevolras aidamboix El món comença a tenir sobre la taula una part de la informació xq lestat namaga molta del q va passar fa un any vídeos àudios i es pot fer més la idea del q són els aparells de lestat español q segueixen vigilant laparent democràcia formal Afegimhi el Villarejo
AGAINST	Una proposta necessària i ambiciosa que demostra que la societat civil va per davant dun govern que ha fracassat en habitatge Prenem nota i ens comprometem a treballar conjuntament Felicitats BarcelonaGlobal  
FAVOR	cdm1950 RT  mala gent els fabricants de faixa altament dit feixistes
AGAINST	EnricJuliana Si la disminució de les desigualtats es converteix en objectiu prioritari implicarianecessàriament un reforçament de la democràcia  Fem el possible perquè la llum prevalgui sobre les tenebres
FAVOR	Fa un any vam la gent de ccoocatalunya vam baixar al carrer en defensa de lautogovern i les institucions pròpies de Catalunya Els conflictes polítics es resolen políticament La montseros ho explica molt bé en aquest post del seu Facebook⬇️  20S 
FAVOR	RT orioldebalanzo Millo és capaç de dir que era un referendum prohibido i que no era un referendum en frases gairebé consecutives
AGAINST	Kilauea22 otelbruixot pepaalternativ adriaxj8 AlfredBosch Jo sóc el primer que critica moltes de les coses que pasen a aquet país Si parleu de drets humans et recordo que Turull demanaba presó per a uns nanos per lassalt al parlament que quan ens van donar dhòsties el 15M molts dels q parlen d represio avui aplaudien
FAVOR	Som gent de Pau sempre ho serem No volem feixistes ni la policia que ens va pegar Gràcies Marga MargaCDR ForaXusmapol 
NONE	martaroqueta Modgi ÇASQUE amb una e neutra
FAVOR	Es jutja un referèndum que no va existir amb una rebel·lió que no va tenir ferits i una violència que no va fer detinguts Més o menys com una independència homeopàtica Tot és sucre
FAVOR	AnnaRepCat ABalagu DavidBulta tremppero RaholaOficial josepuntcatFREE gabrielrufian laxarxaxanante1 JoanTarda KRLS junqueras AviaMaria helixx85 albertdmcat radiopolla Mireiagalindo Justament x això No votar ha portat el govern d´Andalusia no arribar als vots suficients ha portat q el senat sigui el corralito del PPno soc ningú x dir si heu d votar o no el q si demanaria s q abans us informeu bé d vot nonulblanca banda d q es un dret q ha costat molt
NONE	No sé si us passa però el binge watching dels judicis superada la indignació inicial ha mutat en entreteniment addictiu que si alguna cosa provoca és que anem normalitzant la farsa processal i lultradreta com a defensora dels interessos destat
AGAINST	GuillemGirona fgarrobo mingot32 partitpirata cupnacional I on demostren la seva relació amb el CNI i la intencionalitat de fer petar el bus a Barcelona amb la connivència de Hazte Oir Això no ho demostren enlloc només filen un relat fictici La veritat ja te lestic oferint però no la vols A la CUP pensen igual que jo
FAVOR	Mireu a la Mercedes Milà que diu que si Casado imposa el 155 a Catalunya lindependentisme creixeria fins el 80 i ella seria una daquest 80 
FAVOR	Els interessos econòmics contra la democràcia Imputan al alcalde soberanista de Palma por prevaricación por limitar los pisos turísticos 
FAVOR	No entenc com referent a les persones q estem a favor dun referèndum per la independència es consideri q pensem q hi ha ciutadans de primera i d segona Cada vot de cada ciutadà val el mateix sigui a favor o en contra Quan volem democràcia la volem per tothom És pura matemàtica
FAVOR	Després descoltar els relats de Cuevillas i Pina sobre els presos i exiliats qui em torni a dir que vam tenir un govern covard i uns polítics que ens van enganyar si el tinc davant no responc de la meva reacció
NONE	Cap policia no va ser hospitalitzat l1O Tampoc cap agent va ser atès per ambulàncies medicalitzades  José Antonio Nieto exsecretari dEstat de Seguretat  JudiciTV3CatRàdio 
AGAINST	RaiLopezCalvet KRLS Senyor López 🤪🤪🤪🤪🤪 Pobret encara no sadona que el Puchi no sortirà de Waterloo ni emborratxantlo De debò encara creieu que aquesta rata covarda és capaç dexposarse a res😳😳😳😳
FAVOR	Vist que rogertorrent vol acatar a Llarena i suspendre els diputats presos i exiliats creus que ha de dimitir com a President del Parlament Feu RT per ampliar la mostra gràcies EsquerraERC JoanTarda cupnacional KRLS parlamentcat JuntsXCat perearagones elsaartadi
NONE	El govern espanyol endarrereix lentrada en vigor del nou permís de paternitat per donar més temps a les empreses 
NONE	La Catalunya postcrisi més pobres i més combatius Una reflexió que val molt la pena llegir de Sonia Fuertes Soniafor presidenta dEntitats Catalanes dAcció Social ecasacciosocial 
FAVOR	RT jagusti LaRepublicaCat Espanya és un estat demòcrata i tu ets independentista no😤😤😤
NONE	Enric Millo sobre l1O Vaig poder veure dits trencats alguna fractura de cama una armilla antibales estripada de dalt a baix Cal un objecte punxant per fer això Un agent em va explicar que havia caigut en la trampa del Fairy  JudiciTV3CatRàdio 
NONE	Sinterromp la declaració de Forn per un recés per dinar i es reprendrà a les 1600  JudiciTV3CatRàdio 
NONE	Les declaracions de Joaquim Forn Jordi Turull i sobretot Jordi Sànchez revelen detalls de què va passar als vehicles de la Guàrdia Civil durant la concentració del 20S  JudiciTV3CatRàdio
AGAINST	Mireia1900 JoanTarda Son agitadors socials fa temps que la política la van deixar a un calaix
FAVOR	El Presi espanyol va de visita a Canadà i les mostres de suport al independentisme desde exministres canadencs surten com bolets  Keep going sanchezcastejon  
AGAINST	RT Quixan34 QuimTorraiPla I Visca España lliure daquells que la volen trencar
AGAINST	Més enllà dels discursos de suport a Campeones dels responsables polítics se nespera decisions com més recursos per tenir una escola inclusiva garantir que les empreses grans contracten persones amb altres capacitats o mesures per fer viables del CET com reclama dincat
FAVOR	Mare meva Albert Rivera fentse perdonar que és català en una España que assaja lultranacionalisme español O els demòcrates españols reaccionen o nosaltres marxarem però el país que els deixarem serà feixisme dur i el patiran ells 
AGAINST	Rivera perd els papers a TV3 Mentiu sou un aparell de propaganda independentista via elnacionalcat  Kines koses de dir i sense immutarse cap a bingo
FAVOR	JoanTarda junqueras EsquerraERC Que agraieix a Sànchez voler fer política  Junqueras Sànchez va votar SI al 155 per això tú estàs a la presó i els catalans sotmesos i encara agraieixesVàrem votar independència i volem independència i qui hagi baixat del tren que doni un pas al 
FAVOR	agitar les assemblees de treballadors i de treballadores a fi de que leina de la vaga general sigui assumida com una causa i una acció pròpia funcionaria si la gent anés a les assemblees No cal tenirho tot per començar a fer res INDEPENDÈNCIA 
AGAINST	El que sha viscut aquests anys a Catalunya ha normalitzat un ultranacionalisme que molts ja portaven latent És hora de que parlem de fatxes  Ho imposen a espais i institucions públiques no es tolera al dissident es pretén el pensament únic Aquest video és terrible 
FAVOR	RT elnacionalcat Arrimadas no ho dubta i insulta Torra en mig dun acte a Barcelona 
AGAINST	Els constitucionalistes no oblidarem mai com lAjuntamentOlot maltracta la figura del nostre Cap dEstat Felip VI insultant a la meitat dels catalans Espero que quan Olot nessesiteixi algo de lEstat aquest tampoc loblidi 
FAVOR	🔊 Millo shauria de disculpar pel que ha dit al judici  xmonge advocat de les acusacions per les càrregues durant l1O a lEstatdeGracia JudiciTV3CatRàdio 
AGAINST	RT arqueoleg Important gent de Lleida 👇 
NONE	Cuevillas aprofita la seva proximitat amb Puigdemont per postularse com a candidat a les europees 
AGAINST	jorditwit nuriadgc juanmaquesada Perquè allà la justicia sí que és independent i no va trobar cap indici del que aquí se lacusa amb falsedats Però econòmicament que és el que realment pot fer decantar la balaa ni drets humans ni res España ens fot panadera O fem el que he dit o una vaga salvatge que
FAVOR	El fiscal Zaragoza intenta argumentar q el referèndum de l1O va ser imposat per una minoria Aquest fiscalet ignora que el Parlament de Catalunya sobirà va aprovar la llei del referèndum dautodeterminació x MAJORIA ABSOLUTA Prou de manipular la realitat PoderJudicialEs 
AGAINST	RT VilaWeb Guardiola torna a denunciar davant de la premsa anglesa la situació dels presos polítics catalans 
AGAINST	El cordó de seguretat fet pels voluntaris de lANC no és per facilitar la sortida de la Guàrdia Civil com ha dit algún mitjà AvuiGuanyarem 
AGAINST	GemmaRiGu arida17 La 8mComite a Manresa denuncia lactuació policial contra les manifestants Els mossos han actuat a una zona on hi havia més de 1000 dones lesbianes i trans infants i persones amb mobilitat reduïda Malgrat que tothom ja està lliure hi ha hagut retencions
FAVOR	naciodigital albertorta ClaraPonsati El dia 1O àuriam denvoltar el parlament fins que es proclami la Republica es el que es va votar
