LABEL	preprocessing_A
FAVOR	tertulia unionista admetre realment preocupar madrit agafar poblar catala sentenciar judici ignominios estar cagar seguir tenir paella manec venir anims
FAVOR	premsar internacional manifestacio dahir euronews català reclamar dret lautodeterminacio bf belgica existir delicte rebel·lio times forçar independentista demostrar forçar irlanda judici independentista
FAVOR	donar fermar comprometre dret civil politics contra favor dret lautodeterminacio llegir manifestar aqui
AGAINST	avui reunir comissio executiu despres lanunci convocatoria electoral afrontar cicle generalsmunicipalseuropees esperançar confiança convèncer feina fer cami demanar ciutadania
FAVOR	veure unitat llengua catalanisme tenir relacio estrènyer defensar lespanyol madrid dargentina mateix idioma buscar unificacio politica estat
FAVOR	lunic esta fisn colló pres estar condemnar poblar catalunya
FAVOR	nit josep lostia concepte denunciar ignominia preso definitiu amic fort testimem molt trobar molt faltar ginesta concepte #usvolemacasa #freetothom
AGAINST	fastigos escoltar preguntar repreguntar #farsajudici crim tracte
FAVOR	exacte votar intentar aconseguir independencia preso
AGAINST	segur mosso mirar matar grapar detingut comisarial carrer
FAVOR	bloquejar governar espanyol perdre forçar nova elecció veure aixo ajudar independencia simplement anar passar temps espanya tenir majoria absolut necessitar canviar destrategia urgentment
AGAINST	molt noi
AGAINST	desde catalunya suportar desde catalunya todo soporte presiden torrar dedicar fotre parar presidente torrar dedicar fotre
FAVOR	conseller aixo infamia contra pare contra estimar democracia llibertar abraçar familia endavant sempre endavant
FAVOR	òmnium sindigna video retallar jordi cuixart enric millo utilitzar tuit demanar rectificar mostrar sequencia sencer #judicitvcatradio
FAVOR	oblidar internacional #democracia pero lestat espanyol comemorar democracia #democracyday #democracyday
FAVOR	repren declaracio manuel castellvi excomissari dinformacio segueixla aqui directe #judicitvcatradio #totesmoutv @tvcat
FAVOR	jutjar tenir preparar vista vexar independentista sempre sentir destat #garrotuit
FAVOR	seguir defensar llibertar dexpressio democracia #nosurrendercat voluntat poblar guanyar sexergeix somhi
AGAINST	passar manar ginkana comportar igualar samarreta punt tram cridar restar semblar folclore veure pitjorar categoritzar classificar quan considerar igualar
FAVOR	contra violencia incultura #omplimsantjaume pot faltar deixar atonyinar venir celebrar violencia davant institució representar #llibreslliures
AGAINST	atacat esprai color senyu mirar indepes
AGAINST	sanchez confondre torra partit independentista catalunya escoltar català dialogar datacar lestat referenciar eslovè
FAVOR	atenció sanitarisxrep necessitar professional mobilitzar preparat dema tenir disponibilitat dema envi missatge privar titulacio disponibilitat please
AGAINST	servir putejar semblar cosa menor
AGAINST	experimentar arrimarse calienta passarse larc triomfar separacio poder ridicul ballaruques tocar miserable aprofitar acabar viure cuento
AGAINST	sincerament preguntar autoritzar manifestació feixista catalunya preguntar comprometres veritat sestigues fer republica governar permes manifestacio ultraespanyolista #xusmapol catalunya
FAVOR	personar passar reixa defensar mandat sorgir urna reivindicar llibertar #llibertatpresospolitics #llibertatpresespolitiques
FAVOR	presentar mal bestia mentider declaracio mante preso representant politics social
AGAINST	saber avui dema aixi fastigos sistema aixo patriota mucho españole aplicar rubor rapidesa inusual
NONE	️ap cerdanyola barbera gtnord topar #equipviari
FAVOR	quin desastre institucio oficial republica francès consellar deparmental pirineus oriental penjar llaç groc façana #riveraquitameeste
FAVOR	crear problema votar dabril distreurens diferir lobjectiu independencia gradualitat notar efecto notar cuidado apel·lar lultradreta emocionalitat culpabilitzant seguir lestrategia
FAVOR	bo diada tothom salut república #diada #joanirealadiagonal #llibertatpresospoliticsiexiliats
AGAINST	jajaja llavor quin estadistica basar indepes gana
FAVOR	reclamar dimissio retreure lactuacio mosso despres desallotjament lacampada independentista
AGAINST	dia #municipals preparat seguir transformar ciutat poble catalunya
FAVOR	dur llibre forat paper groc #omplimstjaume #llibresliures
AGAINST	aute gegant homenatjar tendresa cronica concertar lauditori forum
FAVOR	ekaizer ladvocat forn desmuntar relatar acusació #judiciproces
AGAINST	aquest matar signar acordar interprofessional catalunya pactar necessari dibuixar perfilar marcar relació laboral pais graciar agent implicar lesforç voluntat dialeg dacord
AGAINST	nen barracó pels pres tancar plantar hospital pels pres pagar dependencia pels pres pujem lirpf renda alta pels pres donar diner adjudicar violencia masclista pels pres dotar mosso bomber pels pres
FAVOR	vídeo interrompre president constitucional pancarta favor pres politics
FAVOR	vicepresidenta participar restar diputació lactar constitucio mancomunitat cultural presidir consellera
NONE	marchena accepte zoido testimoni accepte aixi peticio defensar tenir sentir venir rajoy ministrar
AGAINST	signar #ilpuniversitats expulsar universitat publicar culpar taxar abusiu signar seguir uneixte obligar governar complir s´ha aprovar parlament
FAVOR	visitar entrar politics viquipedia angle puigdemont deixar restar inclos pedro sanchez
FAVOR	voler fabular voler votar comprovarho posar pegar saberho vostes
FAVOR	sempre mentir majordom limitar dret llibertat pres politics quin vergonyar quin indignitat ignominia
AGAINST	pensar possibilitar prohibir oposicio massa seductor sentir responsabilitat partit dells exemple delicte dodi bo idea bo intencio sutilitzen protegir policia criticar
NONE	fora feixista barri
FAVOR	directe manuel marchena anunciar salar rebutjar catala respondre respondre propia principi segle seguir aquí passar suprem lantena #judicirac
AGAINST	pirata presentar elecció general votar dilluns saber resultar
AGAINST	radiono nono jutjar democracia sino fet molt greu explicar jutje
FAVOR	leurodiputat convidar puigdemont torra denunciar intimidació
AGAINST	jardines luxemburgo albert edelfelt
FAVOR	nestic segur policia espanyol mosso matar tenir tancar lacces plaçar stjaume fer passadis company aixi proposar acampar davant parlament marxar dimitir blocar governar catalunya
FAVOR	dubtar colonia preguntar quin lloc colonia permetre homenatjar sadics paramilitar colpejar ciutadà pacifics desarmar fer votar
FAVOR	#president lluitar contra lautoritarisme arribar institució impedir dret reunio dinformacio prendre decisio ideologica president europeu nòmer dret radical
FAVOR	repren #judicio linterrogatori joaquim forn #judicio
FAVOR	roger torrent renunciar facultar ciutadà catalunya decidir futur tornar votar #judicitvcatradio
AGAINST	posar marxar ciutat projectar combinar ple integracio social personar discapacitat millorar ocupabilitat recuperacio quiosc actualment desus daquests quiosc #santandreu
AGAINST	legislar controlar governar
AGAINST	trobar veure passas capturar blocko
FAVOR	tenir passadis obrir agent dintre desgraciar agafar cabell noia larrossega mentres ciutadà atemorir demanar deixar treure aixo demanar lordre judicial #mamporreros #oct
FAVOR	epp️concentracio contra judici democracia venir vestit negre
NONE	dur lleida retreure independentista negativar pressupost
AGAINST	parto formar equipar pero cabró
FAVOR	bocamoll carme dignitat investir president puigdemont
AGAINST	gestio laigua sera publicar #terrassa partir minar arribar acordar positiu permetra traspas servei nou epel garantir maner beneficiós ciutadania
FAVOR	️no perdre video millor moment #bassaacusa tribunal suprem ️@dolorsbassac referendum delitar porcar destipificado expresamente #judicialademocracia
AGAINST	personar liders social politics parar metre situacio preso preventiu delicte convocar referendum discurs danna forn l#onu
FAVOR	puto vergonyar miserable #tajanipuppetoffascism
AGAINST	@jessicalbiach intentar ultimar hora governar moure pressupost social necessitar despres duna decada retallar semblar governar governar complir compromís aixo sotmetre questio confiança
NONE	convergencia pdecat juntsxcat cridar
AGAINST	️@malonsocs decades espanya valor principal llibertar justicia igualtat defensar constitucio donar any creixement social economic voler derogar #parlament
FAVOR	sabadell caminar llibertar #independencia #estatpropi
FAVOR	arrimadas anira waterlo pero rebutjar loferiment puigdemont reunirse
FAVOR	perdre veure majordom llegir estalviar atacar mal hostia colló complir paper servil mentir #joacuso #judicifarsa #judicialademocracia
FAVOR	#foraxusmapol violencia aturar referendum oblidar
NONE	comercialitzar robar daquesta dona valent
AGAINST	piular manual indepes escriure tuit coloqueu lintro refrenar limpuls premer tecla repaseu codi penal verificar poder empresonar tuit modificar prémer intro voler
FAVOR	#judicitvcatradio advocar marta torrecillas millo shauria disculpar judici
NONE	tictac tictac avui vindras
NONE	avui presentar primer cordinadora comerç justar finançar etiques catalunya reunir benvinguda️ #somlacordi #somcomerçjust #somfinancesètiques
FAVOR	poder davant poblar unir alegrar combatiu enllaçar popular #nopassaran #llibertatpresospolitics
FAVOR	vídeo lacord defensar diputat pres lexili tot diputat mantenir dret dictamen interlocutoria llarena inaplicable posar votacio suspensio guanyar #parlament
NONE	repren declaracio joaquim forn respondre preguntar fiscal cadenar #judicitvcatradio
AGAINST	igualment tindra lapsus sortir epica rajoy trust
AGAINST	vila cagar veritable sentir tuit aixo respondre
FAVOR	puigdemont torra conferenciar conjuntar brussel·les malgrat censurar tajani
FAVOR	malgrat repressio constar daquest ser demofobic aturar perque perque guanyar tornar guanyar #decidimser combatiu #tardorcalenta #elpoderdelpoble #cdrenxarxa #llibertatpresespolitiques
FAVOR	adeu politica rebelio determinar tribunal alemany violencia sortir ciutadà pacifics apallissar #judicialademocracia #thisistherealspain
FAVOR	estar pensar magradaria republica republica cultura musical creure començar exemple prohibirne reggaeton estas dacord #helpmusicincatalonia
FAVOR	saber servir letiqueta #tajanipuppetoffascism piular merci
AGAINST	mandat democratic doctubre passar lentrecuixa vergonyar
AGAINST	tot assenyalar veritat ajudar destruir democracia convivencia pagar milió hisenda part mentir conciutadà delicte semblar preocupar gaire
AGAINST	#ensplantem prou bretxa prou violencies prou desigualtat vague laboral #demarç #mcadadia
FAVOR	#punkibondia l͎a͎ g͎e͎n͎t͎ n͎o͎ s͎a͎d͎o͎n͎a͎ d͎e͎l͎ p͎o͎d͎e͎r͎ q͎u͎e͎ #stothomalcarrer #nopassaran #nioblitniperdo
FAVOR	fixeuvos processisme tenir entretenir pendent dir espanyol perque mirar tenir mandat independencia aixi anar mamar condicio victima incapacitar alliberarnos
FAVOR	president puigdemont afirmar sempre lopcio faltar dialeg #josocmurallahumana #nosurrender
AGAINST	molt graciar lequip acte espectacular temps recordar bo graciar pres politcs exiliat #freetothom
FAVOR	pensar aixo independencia llarg mirar pla pels proper vuit metre dir avisar
FAVOR	salaimartin esclatar contra liderar formacio unionista recordar celebrar diada cantar segador parlament
AGAINST	directe manuel vall palau generalitat lajuntament conselleria neutral tot
FAVOR	fer efectiu republica català pero tenir conviccio regnar despanyar superar crisi economica politica social institucional puntar rebentar
AGAINST	avui barcelona sant jaume lluitar defensemnos femnos notar aixi canviar cosa d@campllibertat necessitar somhi gent feixisme combatre prou impunitat tot #omplimstjaume #llibertatpresospolitics
AGAINST	pensar veure judici blanquejar totalment acolits
FAVOR	recordar esta bordar jutjar torturar #judicifarsa #thisisthespanishdemocracy #caplliço d´aquesta gent #jovaigsermurallahumana tornar
