LABEL	preprocessing_D
AGAINST	Avui, cap a Barcelona, a pl. Sant Jaume. Lluitem. Defensem-nos. Fem-nos notar. Així canvien les coses, sense por. Els i les d'campllibertat ens necessiten. Som-hi, gent. Al feixisme se'l combat. Prou impunitat. Ara, tots i totes, OmplimStJaume. ✊🏻 LlibertatPresosPolítics 
AGAINST	RT WorldAmara: VilaWeb Penso que esteu veient un altre judici, blanquejat totalment per als vostres acòlits.
FAVOR	Recordem que qui està bordant ara, va ser jutjat per tortures!! JudiciFarsa ThisIsTheSpanishDemocracy CapLliçó d´aquesta gent JoVaigSerMurallaHumana i ho tornaria a ser! 💪💪
FAVOR	Luhmascaro Una abstenció del 32% dels independentistes que van votar a les altres espanyoles més l’abstenció habitual en què també hi ha indepes però que faríem tota nostra dona molt més que un simple 50+1% d’abstenció. Un missatge clar tant per al món (no volem ser governats x Ñ) com
FAVOR	Albert Rivera sobre els presos polítics: Si estan en la carcel, por algo será . Passem del A por ellos! al Algo habrán hecho! . La seva idea d'Estat de Dret fa por. Ajuda'ns a lluitar pels drets civils. Fes-te'n soci: 
FAVOR	La xarxa no es pot controlar. Malgrat els defectes que te Twitter, es la millor eina per difondre el missatge de l'independentisme i això els polítics no ho poden controlar, es impossible. 
AGAINST	Dimarts l’EspacioInmigran va recollir el Premi Solidaritat 2018 al Parlament. El seu discurs d’agraïment hauria ser de lectura obligatòria a totes les escoles. Mai tanta veritat entre aquelles parets. 
FAVOR	RT nuriacamera: | KRLS Puigdemont: Qui aturarà que això no succeeixi en països on els dirigents autoritaris estan pujant?”
FAVOR	Trapote reconeix en el JudiciProces que la Policia Nacional sabia que a les escoles hi hauria grans quantitats de persones durant l'1-O i que al final en alguns casos van ser milers de persones 
FAVOR	TajaniPuppetOfFascism No acabeu amb el feixisme i el feixisme acabarà amb vosaltres. No defenseu la democràcia i la llibertat del poble català a decidir i el poble se'n recordarà de vosaltres.
NEUTRAL	TotesMouTV3 Gracies Sr. ramoncotarelo per la seva intevenció aquesta tarda a TV3 ,ventilant i refrescant l'ambient de la tertulia i als tertulians i sobretatot a la resposta contundent i més que fina al tertulia homonim , per cert ja n'hi ha prou de Manchon,Finas i Cañas,PROU🤢
FAVOR	- La DI va ser la resposta al mandat popular del 27S i de l'1OCT - Ni és delicte votar en un referèndum ni promoure la Independència de Catalunya . - Diàleg sempre i així hem actuat i així actuarem . JudiciTV3CatRadio JudiciFarsa AutodeterminacióNoÉsDelicte volemrepública 
AGAINST	Nosaltres no hem de demostrar res. Sempre hem tengut voluntat de negociació. Qui ara ho ha de demostrar tot és el nou govern espanyol. La pilota és al seu terrat. Si no tenen capacitat o voluntat de pactar res, hem de deixar-los en evidència davant el món. I arribar fins al final
FAVOR	Vet aquí l,independència judicial del Reino de España ! L,estat s’esta retratan tot sol ... Cada dia un nou escándol .. 🤦‍♀️ Felicitats 🇪🇸!! Sou una fabrica de nous independentistes! Gràcies !! lemonde_pol lesoir handelsblatt berlinerzeitung 
AGAINST	Nessie244 SusodeToro1 Com rebutjeu a quealsevol que no us fa les performances o segueix el joc. Quin fàstic
NEUTRAL	Com que hi hagut majoria del si, a finals de Març aniré preguntant quan voleu fer la quedada i que fer. Gràcies a tots per votar DetectiuConan3XL 
NEUTRAL	Una enquesta preveu una patacada de ciudadanoscsa les generals 
AGAINST	VÍDEO 120? 93? 431? Ball de xifres de les autoritats espanyoles sobre el nombre de policies suposadament ferits l'1-O  judici1O
AGAINST	Ara sí que sí! Si pretenien que el Poble sortís a OmplimSantJaume29s encara amb més determinació i empenta, ho estan aconseguint amb el desallotjament de campllibertat MiquelBuchDimissió TothomASantJaume
AGAINST	RT VilaWeb: .KRLS Puigdemont proposa una mediació internacional per a negociar un referèndum amb Espanya 
NEUTRAL	Sánchez seguirà aprovant decrets malgrat els recursos de PP i Cs davant la Junta Electoral 
FAVOR	RT elnacionalcat: El president KRLS Puigdemont demana una llista unitària de l'independentisme a Barcelona 
FAVOR	No entenen res. Detesten i xiulen els llaços mentre aplaudeixen una monarquia arnada i bruta. No hi ha millor esclau que aquell que defuig la llibertat. Gràcies Lluc Castells i Alfons Flores per tanta dignitat. FreeTothom 20SVencerem 
NEUTRAL	Vull afegir q el va posar unes notes a peu de pàgina q va dir no poso el nom de franco es majúscula pq no mereix. No és un error tipogràfic, escolli per consciència
FAVOR	jjuliasole Esquerra_ERC Crec que vas errat en aquesta qüestió, Joan. No pregunto en cap opció de les 4, a qui votaràs; pregunto com pot afectar la posició presa per ERC , de cara a la teva decisió d'anar o no anar a votar . Salut !!
AGAINST	Alguns encara viviu al 1714... Com sembla. 
FAVOR	1) A nivell polític ens trobem en un moment turbulent i d'alta incertesa. En aquestes condicions, no té sentit fixar un full de ruta rígid, però sí que té sentit dibuixar escenaris polítics i definir estratègies que ens facin avançar cap a la República. (FIL)
FAVOR	RT Jaume752: Segons Diego de los Cobos s'havia de parar el referèndum per sobre de com fer-ho. Si calia matar també?
NEUTRAL	Ja deia jo que el 20S era molt loqui. Era tot el show de Truman! 
FAVOR	Aquesta es la realitat si denuncies un assetjament sexual d'un superior en aquesta institució. Marxar com un gos cap a un altre departament, com una culpable i amb por de perdre la feina. Aprofito per remarcar que tot i que treballo amb polítics
AGAINST	VilaWeb “Ha destruit una prova”. “Ridiculitza al fiscal”. Mare de Déu. Es el que té retransmetre el judici. Arriba qualsevol i emet judici, propaganda i sentència, com a bon lletrat. De veritat no us fa vergonya?
FAVOR	QuimTorraiPla President el que heu de fer és investir KRLS Puigdemont el dia de la sentència al presos polítics, que ell aixequi la suspensió de la declaració d'independència i el poble la defensarem! Confieu més en el poble!!
AGAINST	📻 SoniaSierra02 El partit que va portar una dona com a cap de llista a les eleccions catalanes i que a més va guanyar les eleccions va ser Cs amb InesArrimadas a labruixola_cat
FAVOR	Imatges com aquesta em fan pensar que a la BRIMO n'hi ha que és senten molt còmodes colpejant en vertical i cap al bàndol independentista. És el problema de tenir uns govern que mai van fer una selecció com cal al cos de mossos. El llirisme català... 
FAVOR	La RosamariVS planteja l'opció de NO votar a les generals. Seria la possibilitat q té el poble de no haver de demanar q no aprovin pressupostos... I x contra cedir tot el poder a l'unionisme. Clar q el poder de Madrid NO EL VULL PAS. Què en penseu?
FAVOR	Orgullós 💛 de pertànyer a un partit amb un projecte suficientment fort i sòlid 💪 com per a no cedir a les pressions d’altres que, sense projecte, segueixen a la deriva 👎 Volem la RepúblicaCatalana de la EquitatSocial perquè som l’Esquerra Republicana de Catalunya ✊ 
AGAINST	Laiesken JordiGraupera Sí, d'acord. En tot cas, de poc demòcrata a feixista hi ha un bon pas.
AGAINST	mustread Per què és important reforçar la coeducació? , via DiariEducacio: 
AGAINST	Plàcid Masvidal: Ara que JoanTarda parla d'un nou 9N, i de cara a la campanya de venda de motos pel 28A és bon dia per fer memòria: KRLS: La diferència entre 9N i 1-O, és que el resultat que surti nosaltres l'aplicarem, perquè el considerem... 
NEUTRAL	RT scherry_1412: L’assessina es la crush de la Ran!!! DetectiuConan3XL
AGAINST	Fa goig sentir ara parlant els indepes sobre com de bé que va el juí, ara sembla que la justícia espanyola si funciona...Quines coses! Catmigdia
AGAINST	Tovaritx_Igor PujolBonell JuntsXCat Bla, bla, bla, bla. Frena la teva frustració. Fas pena ELS VIOLENTS, VOSALTRES, com TU MOLT BÉ DEMOSTRES ara. I escriu bé el català. Segurament ni ho ets.
FAVOR	Total, que hom diria que ja han decidit que Elisenda Almany fa nosa. A tot arreu sembla que molta gent fa nosa per dir o pensar segons què. Quines coses la política. No sé qui queda amb un grau de puresa al 100%. Jo segur que no.
AGAINST	Sembla que l'Uruk-Hai aquest hagi dormit a un estable 😂😂😂 mireu-li els cabells 😂😂😂 mare de déu senyor, que deixadesa d'home ahahhahaaha 
AGAINST	Els observadors Internacional proposats, INTERNATIONAL TRIAL WATCH, son un muntatge orgnaitzat per associacions indepes. Una trampa més. 
AGAINST	.socialistes_cat tornarem a posar les inversions als barris com a prioritat, un govern que escolti a la gent EstimoBCN/❤️ 
NEUTRAL	MariadelMar_21 Els japonesos no fan servir WhatsApp 🤷🏽‍♀️ Sino els e-mail pel que diuen en la sèrie
AGAINST	EnricPujol1960 0IrTE Ahir a la nit Puigdemont va dir el mateix que Junqueras. Cal pacta amb l'estat espanyol un referèndum. És la via però per aconseguir-la potser caldrà desobeir una altra vegada. Jo m'apunto. Sense por, sense violència i amb astúcia. Bona diada tingueu. 
NEUTRAL	RT QuicoSalles: .Junqueras acusa l’Estat: És un judici polític Se m'acusa per les meves conviccions no pels meus fets 
FAVOR	RT ccoocatalunya: Ofrena floral al monument de Rafael Casanova: Per una Catalunya inclusiva, plural i amb drets! Diada Diada2018 
FAVOR	Aquest any ens acompanya a la meva dona i a mi en la seva PrimeraDiada la nostre filla de 20 anys i una amiga amb dos nenes. Amb nosaltres s'amplia la base en 4 republicans més. Un 200%. Us imagineu l'efecte papallona si fos així amb tots?
FAVOR	Se li diu política de no-col·laboració i és el que va fer el Sinn Feinn durant molts anys a les eleccions del Regne Unit. De moment aquest partit ni està ni se l'espera, així que fins que passi prefereixo no votar.
FAVOR	Aquest dijous, un any després que l'Estat intentés entrar a la seu d'una organització política sense permís i vulnerant tots els drets polítics, tornarem a la seu per dir que SeguimPrenentPartit 
AGAINST	A afirmacions del Trapote, 6000 policies i gc, per actuar en 50 col.legis, utilitzant les matemàtiques 120 anti-disturbios per escola, 2300 llocs per votar, haguessin fet falta 276.000 policies....
AGAINST	Els presos polítics continuen en presó. Els exiliats polítics continuen exiliats. I ESP continua ampliant la llista de processats polítics.  Aquest dimarts 11, tothom al carrer.  FemLaRepúblicaCatalana
AGAINST	CENTENARI | Seguim celebrant els 100 anys de la vaga en la que es va aconseguir la jornada de 8h. Aquesta setmana tractarem la solidaritat, eina imprescindible de la lluita obrera. 📆Dissabte 16F 🕑18h 📍Casal de la Prosperitat, Pl Angel Pestanya, &lt;M&gt; L4 Via Julia 
FAVOR	Guanyaren les eleccions de 2012 prometent un ref pactat i passats 7 anys, després de l'enquesta 99N, un referèndum fake, una fakeDUI i de lliurar les institucions autonòmiques, tornen a la cantarela del ref acordat.
AGAINST	GuillemGirona fgarrobo mingot32 partit_pirata cupnacional No esperis amabilitat (i estic sent molt contingut) quan tu vens i em tractes d'imbècil i em dius enganyat. Ni càrrec electe ni res, amb la mala educació tinc tolèrancia zero. Encara menys si qui m'ho diu és algú que s'empassa propaganda partidista d'un partit identitari.
AGAINST	Just el que explicava l'altre dia. L'ús d'aquesta metàfora per representar humiliació i càstig, a més de barroera, cau en l'homofòbia. El que és greu en un abús a menors, és l'abús per part d'un tutor. El detall de la pràctica és pur morbo. 
FAVOR	A partir de les 10, represa del judici del procés. El primer en declarar serà Jordi Turull. A les portes del Tribunal Suprem, Lídia Heredia entrevistarà la seva dona, Blanca Bragulat. JudiciTV3CatRàdio ElsMatinsTV3 ▶️  
AGAINST	Això ja passa de ser majordom, s'ha convertit en esclau! MilloMenteix 
AGAINST	Vam demanar en l'ultima reunió que aquest número de pagament es canvii x un gratuit. Insistim, es un greuge comparatiu amb la resta de la població de Bcn 
NEUTRAL	Ciutadans i PSOE s'exclouen mútuament de qualsevol pacte postelectoral 
AGAINST	Observatori_DUI enricvd Seguiu sense entendre els vostres conciutadans. Aquest gràcies és un recolzament en contraposició a la desmesurada reacció espanyola ( quanta ràbia, quant odi ), no un reconeixement per haver aconseguit provocar aquesta reacció. Ho enteneu tot a l'inrevés.
FAVOR	Ha arribat l'hora de demanar explicacions als nostres polítics. S' ha acabat el marge de confiança. Ho sento. Els meus fills i el meu País estàn per damunt d' ells. O s'espavilen o al carrer!! (..i gràcies per tot)
FAVOR	Aquest matí hem estat a Ulldecona a la presentació de la nova temporada de la FCPassions! Gràcies al President QuimTorraiPla i a la consellera LauraBorras per les seves paraules! És hora d’indignar-nos i comprometre’ns! LaPassiódeVilalba TerraAlta Catalunya SetmanaSanta 
FAVOR	Avui fa 11 mesos que dos homes de pau, jcuixart i jordialapreso, estan privats de llibertat. No descansarem fins que tornin a casa, ells i la resta de presos i exiliats LlibertatPresosPolítics UsVolemACasa 
NEUTRAL	Per al capitalisme neoliberal mai som suficientment prou dignes i productius, i això genera un sentiment de culpabilitat : l'assagista Ingridguardiola comença la conferència 'El món com a pantalla', amb el filòsof Franco Bifo Berardi desdelamevafinestra 
AGAINST	QuimTorraiPla govern i us queixeu de Tajani, farsants hipòcrites? 
FAVOR	RT MonDiari: Puigdemont assegura a la premsa flamenca que Catalunya ara és més independent que fa un any 
FAVOR	📰 COMPARTIM NO EIXAMPLEM | jcuixart: ‘Amb el terme “eixamplar” per bandera ja no anirem enlloc’ S'estima més de parlar de ‘compartir’. ‘No ens van faltar vots independentistes l’1O, sinó més reconeixement de la legitimitat per part de la societat.’ 
NEUTRAL	Finalment el Parlament Europeu SÍ que autoritza l’acte de Vox per explicar “la realitat del cop d’estat separatista a Catalunya”. Es considera que no suposa cap risc per a la seguretat. 
AGAINST	🏛 jsolerCs “La moció que presentem és per dignificar el sistema sanitari. Per Cs la salut no és un tema menor, és un tema principal. Ja és hora que el Govern tracti amb dignitat als professionals sanitaris” Parlament 
FAVOR	gabrielrufian No tens vergonya Rufian. Tot per la poltrona, fins i tot renunciar a una sola candidatura, a més a més vas dir al 2015 q no et tornaries a presentar. Deixeu ja de viure de fotre merda als altres, q això ja ho fan molt bé els de C's, i compliu el mandat del poble. Independència!
