LABEL	preprocessing_A
AGAINST	cierto solar unen sentido estado poder neutralizar independentismo
AGAINST	#guardiacivil recuperar kilos fresas estaban transportadas once cajas habian sido hurtadas fincar niebla #huelva tresar detenidos
AGAINST	soraya rodriguez pide baja psoe relacionar pedro sanchez independentismo
AGAINST	solar dejan claro ellos siguen psoe heure heure sanchez cual cesion golpistas
FAVOR	aqui faltan sillas parar bancar acusados enrere #joacuso #judicifarsa #judiciproces #felizlunes #republicacatalana #freetothom
FAVOR	celula accionar rapir salvar esto españa titanic orquesta #thisistherealspain
AGAINST	quien crear posicionar golpistas democracia española acertaron golpistas
FAVOR	distingo cafre otro pero peligroso este cafre placar ademas esta obligado guardar neutralidad temas politicos quiere trolear heure cuenta anonima
AGAINST	cuerpo mosso desquadrapolicia generalitat hizo huelga ayer verdad huelga todo pais kafkiano esperpentico ciencia pueda explicar este fenomemo parasubnormal estamos viviendo cataluña pleno siglo señoresseñoras #vox
NEUTRAL	gonzalez pondre pide retirar grupo contactar internacional trata mediar parar salida violentar
FAVOR	#endirecto sigue minutar minutar declaraciones testigos #juicioproces roger torrent enric millo otros
FAVOR	pua celebrar vaya nadie solar ultraderecha jueces fiscales pres politicos espalda esos hacen llamar magistrados boicotar total bastar abusar prepotencia imperdonable traslado asesinos peligrosos olvidaremos
FAVOR	#tomesusprecauciones proximo lunes callar #toluca habra cortes viales circulacion independencia #nicolasbravo rivapalacio #nicolasbravo #independencia #morelos
FAVOR	promovera mociones ayuntamientos toda españa parar evitar negociar indultos quienes cometieron golpe democracia ademas criticar ramon bosch quiere esos peseceros tienen consellar nacional complices golpismo
FAVOR	blocar formado psoe #unido parar pedir presidente parlamentar #europeo antonio tajani prohiba conferenciar lunes camara president quim #torra carles #puigdemont #thisistherealspain
NEUTRAL	piaui herald bebianno desbancar marcos pontar primeiro ministrar espaço
AGAINST	turull saber donde estaban urnas cuando celebrar supuesto referendum donde vinieron computos anda
NEUTRAL	ema garcia tras criticas entrevistar abuela julen cobrado
FAVOR	queremos echar pedro sanchez moncloa votos dice arrimadas hace bien puntualizar porcar visto entusiasmar apoyado golpe venezuela podriamos albergar dudas #relatorarv
FAVOR	preguntar entienden hablan provocan existan nacionalistas ambo bandos consiguen separar españa politicos supone tener responsabilidad parecen tertulianos copas irresponsable
AGAINST	colar viajara proxima semana madrid parar apoyar golpistas juicio viaje pagaremos pringados siempre financiara dinero publicar
AGAINST	siempre priorizando interes general personalismos partidismo populismo formar parte codigo ciudadano #graciasines
AGAINST	#endirecto oriol junqueras votar delitar impedirlo #juicioproces
NEUTRAL	soldados venezolanos abren fuego contra civiles fronter venezuela brasil
NEUTRAL	pelar primeira historiar flamengo conquistar vitoria casa estreia libertadores
NEUTRAL	dicen corruptos derechas #eleccionesgeneralesya vaya sigan saliendo noticias corruptelas tresar acabar grupo mixto #sanchezdimision #stopsanchezf #eleccionesgeneralesya
NEUTRAL	audios demonstram fase final relação desgastar marcar pelar serie puxadas tapete longo ultimos metre parte exministro defendre ferranha sujeito parte extremaimprensa odeia bolsonaro provar presidente acertou afastalo
FAVOR	jose zaragoza diulos independentistas niegan aceptar presupuestos sanchez porcar soportarian situacion economica catalana mejorase quedarian coartar parar mentirasara notar nòmer fer servir posar micros florers
AGAINST	tradicion secular burguesía català sacar provecho desde victivismo pedro sanchez independentismo tiene pavor sentarse dialogar
AGAINST	candidato #erc insiste trabajar parar acabar #inseguridad pua néixer descansar hombre republica imaginar bastante #boubcn
AGAINST	esta iniciatiu contra convivencia porcar quiere hacer homenaje referendum ilegal democracia basar respetar normas leyes quiero recordar ultimas elecciones partido ganador distrito votos #plehg
AGAINST	terminar granar intervencion #parlamentoeuropeo alto claro #vivaeuropa #vivaespaña #españaviva #voxextremanecesidad
FAVOR	refieres nivel votar parcialmente acuerdo referendum normalmente pide mayoria parar ganarlo
FAVOR	porcar militar democratas somos republicanos manuel ruiz robles portavoz colectivo anemoi #franquismo #monarquia #republicacatalana #ellibronegrodelejercitoespañol
AGAINST	presidente catalan vuelve humillar golpista enesima deja claro españoles jamas permitiran consiga pretende
AGAINST	hemo sufrido vetar independentistas conservadora nunca hubo pactar independentistas #sanchezenve
AGAINST	politicos pres saltaron leyes estatales catalanassupongo mucha idea derecho constitucion pais perteneces avisados asesorados advertidos hasta crear ocasionar
FAVOR	situacion pres cuela debate asamblea nacional francès
FAVOR	solar pones corte descontextualizado alguien este familiarizado puede pensar cambiado opinion independentismo baja engañado independentismo primero manipulativos
FAVOR	miguel bose indepes pagamos impuestos devuelve debes callar ladron
FAVOR	verdad golpe ruptura convivencia destruccion constitucion llevan efectuandola años desde emperador apoderar fuerza dinero robado todos españoles travar todas palancas poder reino
FAVOR	tengo tribunal supremo misma confianza pres independentistas nunca quiso saber quien tramar guel papeles barcenas acusaciones corinna despejar inviolable sistema
AGAINST	#nohablesenminombre tambien mujer decido futuro mujeres #españaviva rompre huelga feministas supremacistas
FAVOR	puigdemont recurre defensor pueblo europeo censurar precedentes tajani
NEUTRAL	monumentos españa vida pocos paisa nuestro parar reunir variedad arquitectonica callar impresionantes
AGAINST	esta noche dormire benditohay esperanzasomos granar pais#siguemeytesigovox #españaviva #voxextrem
FAVOR	mosso desquadra critican escoltar torra servir parar proteger puigdemont waterlo
AGAINST	asuntos internos mosso citar declarar mosso republica existe idiota estamos esperando noticiar cuenten citan mosso independentista albert donaire
AGAINST	pero mundar viu catalana quiere independencia seriar crear cuanta manipulacion mentiras tragais parar creer llamo dictadura intentar imponer quiere tener mayoria suficiente parar hacerlo legalmente
NEUTRAL	dañan mural olot relacionar apoyo catalunya manar
FAVOR	cuidado explicas menos esto palabras suar unos cuantos politicos carcel acusados rebelion todo basar tweets
NEUTRAL	puigdemont manda twitter animos junqueras declaracion
FAVOR	perez cobos diciendo ningun caso actuar personas mayoressolo actuar individuos violentos actuar votantes quedar ancho duda desconociamos sordo ciego #juiciodelproces #juicioproces #juicioalademocracia
FAVOR	parlamentar europeo pide presidente libere pres politicos cese represion permita retornar exiliados autorize referendum autodeterminacion vinculante parar catalunya parece
AGAINST	menudo berenjenal metido politicos pres dicen solar simbolica estar traicionando electorado dando razon mosso republica existe idiota dicen real pringan #turull #romeva
AGAINST	durante franquismo omnium institucion cultural junto convertido actora politicos golpistas mismo omnium tiene delitar pua puesto cultura català merced intereses unos pocos quitandosela restar
NEUTRAL	partido atribuye exito oposicion frontal independentismo querellas contra liderar
FAVOR	pardodevera últim hora #arrimadas saltar #madrid roldan tomar relevo #ciudadanos #catalunya pachecoemili february últim hora #arrimadas saltar #madrid roldan tomar
FAVOR	eynde pina acercado demasiado crater suerte vigir vulcano protege fragua
FAVOR	#lapatriasonpersonas nadie llevar engaño fotre virus letal parar buen funcionamiento sociedad normalizada
NEUTRAL	audios vazados comprovaram mesmo publicar vida particular toda imprensa acha derrubalo mais forte este caso teve peculiaridade mundar real moral esta absurdamente alt
AGAINST	tengamos claro politicos medios esconden ayuntamientos catalunya alcalde alcalde alcalde restantes indepes pero vende
FAVOR	pres politicos aberracion toda reglar traicion cobardia faltar palabra psoe cronica embargar quitar parar ayer fuera varapalo parar gente
AGAINST	podias plantear referendum acerca gente quiere hacer contigo luego aplicamos hacer caso leyes hace
AGAINST	parar llevar medio callado oriol #junqueras cuenta verificar twitter parado brasa lloriquear ante marchena castellano parar dirigirse todo pais pais quiere romper ilegalmente #juicioproces
AGAINST	constitucion gustar mayoria apoya fuese mayorias democraticas podrian reformarla completar todo tiene nombrar llama fascismo
NEUTRAL	tanto esfuerzo parar vaya eurovision ciudad #terrassa encimar indepes cancion mierda ahora goya quiere israel certamen sera posible
AGAINST	bienvenido cualquiera razon conecte realidad vida real crucifixion solar existe religiones separatismo ejemplo
FAVOR	feminismo liberal dice ciudadanos feminismo derechas quien asesora politicos
FAVOR	#thisistherealspain vomitiu declaracion quien representar ciudadanos españoles rastro dignidad etica total ausencia respeto basico hacia valorar fundamentales inalterable posee toda persona intolerable
AGAINST	#sanchezdimision tiene dimitir convocar elecciones presidente electo
NEUTRAL	queremos deseo ningun momento quiere exigir néixer libre opinar personas dirigen club deciden
FAVOR	dado toloves presumir democracia careceis ell ademas dignidadde unico teneis fascistas corruptos miserable unos borrego bandera detras
AGAINST	reino unido puede solucionar segundo referendum parar britanicos puedan rectificar tremendo error cometieron junio
FAVOR	fijaros nerviosismo tienen estar locos saber vamos hacer saber saltar espurnar haremos efectiu republica joda fascismo
NEUTRAL	directo supremo reanuda juicio #proces jordi turull abre declaraciones segunda semana sesiones
FAVOR	este juicio puede hacer explotar todos esperamos mandos policiales #oct digan todas ordenar recibieron mando perez cobos este cantar quien puso notar partitura #oct
AGAINST	esperar aquelarre independentista carrera racc circuit catalunya otra tendre tachar calendario huyo vosotros peste
FAVOR	referendum constitucion española aprobado total censar supermayoria
AGAINST	jajaja pequeño nicolas lazo amarillo conmueve responsable deciden darle microfono genio timo sustituir pobre beatriz talegon menina independentismo
AGAINST	mierda verdades separatismo cataluña confundis todo
FAVOR	preso soto real permetre pres politics entrar colorar groc
NEUTRAL	audios vazados bolsonaro provar coisa longe holofotes mesma pessoa kkkkkkkkk vazador geral republica deve cavocado crimezinho parar chantagear conseguiu
NEUTRAL	ministrar secretario organizacion psoe afea independentismo derechas haberse puesto acuerdo parar acabar gobierno
NEUTRAL	topado esto tampoco seriar mal solucionar contra mongolos vacunan hijos
NEUTRAL	tuits anoche hundiendo triar muerte yleniaalejandrotejado merezco
FAVOR	#abril votamos evitaremos triar elementos fotre amargar existencia somos unica barrera derechas #laespañaquequieres
FAVOR	#lapatriasonpersonas patriotas bandera suiza empresas ofshore necesitamos españa libre politicos corruptos amigos empresarios pueblo ahora politicas recortes #sisepuede
FAVOR	bosenacido panama nacionalizado españaitalia colombiadefeauda casi euro hacienda española pone firmar pedro pedrosanchezcon trumpnoni golpista venezolano guaido tampocopodeis opinar libremente este cantar cantar
FAVOR	nuestros politicos estar dando fiscales pacotilla leccion humildad buena politica historiar sobretodo derecho esta quedando claro necesitan leccion respirar
