LABEL	preprocessing_A
AGAINST	inadmissible lesquerra reaccionar emprar terme pres politics referirse personar condemnar pertanyer comandar matalaz dissenyar terme lassassinat policia barakaldo cotxebomba
NONE	endavant #somaqui #diadeladona #somdemarç
AGAINST	justificar acció violentar sanchez reunir torra catalunya passar irresponsabilitat partit independentista granar condemnar violencia
FAVOR	creure votar català mantra funcionar pf pesadets témer
AGAINST	obrir aviar rebentar ull enviar persona laltre barrar destrossar lescola fill assenyalar professor pero processistes dir davui error daixo dignitat faltar
FAVOR	president puigdemont torra convidat pronunciar conferenciar judici proces leurocambra lloc veure #fakesuprem #joacuso
NONE	torre goya millorar actor esperar politics pres sortir aviar
AGAINST	quan ladvocat preguntar contradicció incident concretar explicar millo jutjar aixo rellevar causar
AGAINST	exacte deixatar clar
FAVOR	curriculum favor dret fonamental caure collar toga #santcugat #judicialademocracia
FAVOR	posanti catalunya cervell politics remullar congelat lexconsellera densenyament insinuar elecció espanyola seriar granar oportunitat puto procesisme
NONE	jutjar dinstruccio lleida decretar preso provisional fiançar prohibicio comunicacio liderar acusar delicte sexual
AGAINST	jove #ciutatvella seguir dissabte matar parlar veinses #barceloneta #salvemciutatvella #collbonialcalde #laespañaquequieres
FAVOR	exacte capitol famós teoria consequencies justificar laccio judicial lestat espanyol menar catastrofe natural actuar cegament respondre senyalar canvi real catalunya clar
NONE	hola portar gafas cercar llegir pot confirmar compartir imatge secretar judicial esta declarar contra pres politics català graciar disculpar
FAVOR	cantar aconseguir lloc treballar gent pujar caldre
AGAINST	pensar matribueixes favor debatre pressuposar contrari
FAVOR	judici contra dirigent català enorme error historic #judicio #judiciproces article
AGAINST	lexassessor trump comptar suportar dinfluents grup conservador vatica moviment ultradreta italià impulsar centrar formacio politics cartoixa trisulti
FAVOR	#amer poblar bonic poblar dona presidentte esglesia carrer plaçar bonic menjar pastisseria puigdemont pastar bonissimes paisatge precios animar visitarlo
FAVOR	independència #makeamove #joacuso #feb #barcelona #independencia
AGAINST	primer discriminacio patir personar sensellar mitjà comunicacio invisible analitzar recent visibilitzat fenomen sensellarisme maner inclusiu #alertamitjans
FAVOR	casablanca #rcde #volem #espanyoldebarcelona #rcdefem
FAVOR	basura regir noure sindicat pais fort vell guardia regir allunyar carrer poblar gent representar pitjorar lluitar treballador indecent esquirol #joacuso #cdr #vagaf
FAVOR	importar punyeter merda #regim regir pastanaga votar parlar regims espanyol sino parlar duna republica català independent #alamerdaelregimdelpaisvei
AGAINST	sipero depres parlament condemnar dona dir
AGAINST	saplicaven llei desconexio transitorietat desaparèixer lautonomia català pais veure petar lestatut constitucio pretendre ruptura al·legal nòmer basar poblar obviar poblar
AGAINST	mirar margasegur aixo aviscom assemblar
NONE	#mes analisi judici proces marcar molí #judicitvcatradio
FAVOR	doncs aixi independencia prendre forçar violentar independent vot valer assolir independencia
FAVOR	gibraltar votar referendum lany seguir referendum vot politics espanyol dacceptar resultar urna deixar pressionar proposta gibraltareny voler britanics
FAVOR	sortir director cine #goya dir israel participar eurovision paraula pres politics exiliat espanya pais feixista innocent preso pero progre dret esquerre espanyol mateix merda
AGAINST	despres desgastar copa partit baskonia madrid baixar previsible larkin superar davui efa equipar batible
NONE	diego perez cobos trobar grup resistencia organitzar jerarquitzar donar ordre executar #judicitvcatradio
FAVOR	aquet canvi dordre testificar esta expressament judici midar voler poder preparar #judicifarsa #judiciaalademocracia
NONE	senzillar buscar rebuscat mirar peu comentari reportar minim nivell senyoreta parvulari col·laboracio dalgu twitter españa treure context cosa convertirla sancionable
FAVOR	poder deixar passar cosa aquest independencia
FAVOR	president senyor borrell democrata autoritari tristament passejar imatge lespanya autoritaria policia pegar gent innocent jutjar empresonar liders pacifista governar deixar expressar poblar votar
NONE	heure crear policia alternatiu mosso fer endavant estar corcat
FAVOR	pero partir pirata proclamar independentista pero sempre donar suportar dret decidir donar suportar tecnic importar elecció presentar integrar cridar constituent coalicio
AGAINST	exacte aixo voler deixar
AGAINST	homenhi cunyat ignorar bestiesa alay empassarse aixo
NONE	jutjar frances obligar repetir elecció ajuntament massa donar llistar
FAVOR	irene lozano lalumna avantatjar lindigne ministrar pepito borrell comparar referendum l#ct violacio davant indignacio presentador jutjar vostes mateix
NONE	voler anarhi pare anar viure feliç
NONE	llibertar carrecs detingut vague
FAVOR	torra assegurar esta disposar preso defensar lautodeterminacio preuar defensar lautodeterminacio llibertar pagare brussel·les conferenciar carles puigdemont
AGAINST	#perqueapostem montse blan orientar descartar
FAVOR	dimitir director general secretari comissionar nòmer cosa prudencia suportar politics #independència perdre credit tenir #femlarepublicacatalana
AGAINST	vostes aparellar propaganda separatista casa propaganda lindependentisme magradaria català pagar #elsmatinstv
AGAINST	poliglot natural curios preguntar quin rendicio faltar terme fugir cama ajudeume gent adorar formar cartell mussolinia dholograma dependre
AGAINST	marxar subven pimec patronal clausurar congreso gritos independencia
NONE	laudiencia nacional confirmar multar l@assemblea gigaenquesta
FAVOR	espanya demanar perdre espanya democracia esta controlar nacionalfeixisme espanyol hereu franquisme criminal esta justicia exercitar premsar tant pensar demanar perdre
AGAINST	assemblea donar migrar refugiar diversitat energia arrel fortalesa memoria recuperar historiar resistencia canviar futur participar junta
AGAINST	mentir pero dona igualar fer republica pero tribunal reconèixer mentir mentir votant pero aixo facturar pressupostar clar increible #judiciproces #juicioproces #juicioalproces
NONE	membre ⁦@govern⁩ assistir sessio judici entrar suprem ⁦@carlesmundo⁩ puntar començar sessio #judicitvcatradio
NONE	jose antonio nieto exsecretari destat seguretat surrealista asseure mateix taular convocar referendum #judicitvcatradio
FAVOR	miserable voler realment representar concepte misèria miseria humà miseria politica miseria intelectual miseria emocional
AGAINST	cosquis dir carregar
AGAINST	poblar capaç dauto convocarse hora defensar llengua comú pais lescola català origen esperar politics dir quan poblar podra doblegar abastar
FAVOR	bo gent escamot nocturn feixista tenir proper caure salut republica
NONE	#últimahora oriol junqueras sera llistar desquerra republicà elecció general dabril
NONE	eurodiputats psoe demanar vetar lentrada puigdemont parlament europeu convidar ferhi conferenciar dilluns profug justicia espanya #judicitvcatradio
AGAINST	mosso destar davant disbauxar governar deixar treballar mosso voler convertirse policia paralitzar actuació dotar policial recurs valer feina desenvolupar #parlament
NONE	roger torrent hauriem miler acusat judici participar miler fet jutjar #judicitvcatradio
AGAINST	demanar rectificar aquest noticiar falsar molt graciar
FAVOR	reserveuvos divendres parlar republica jucidis producte netejar
NONE	terrassa mateix
FAVOR	votar viure holanda tenir recolzamentles pymes catalana necesiten realment capaç quadrar sant inquisicio lhisenda espanyol
FAVOR	cumplir civilitzar qualsevol preuar poder explicar #judicifarsa llei valorar suprem damunt respectar vida humà aixo dictadura policia democratica tenir clar
AGAINST	mateix feixista senfronten contra laietà saber venir sempre aquest gentussa defensar construir atacar destruir resistir gent passar #alertaultra #omplimstjaume #llibertatpresospolitics
AGAINST	#sopar foto menu germinar maridatge vi bo descobrir graciar aihepuru restaurar
NONE	aquest proer març acte recordatori aniversari lassassinat salvador #puigantich atendre popular barri cementeri montjuic
AGAINST	merkel segur graciar pero alla justicia funcionar
FAVOR	judici condemnar indepes aconseguir saturar independencia inferencia correspondre
AGAINST	moltissimes graciar confiança rebre avui començar revolucio democratica canviar politica català sempre #canviemelguio #autoconvocats
FAVOR	dire prou voler discutir fora error plantejar estrategia tardor calent lentorn judici pres fora resignarnos brandar innocencia cedir iniciatiu lenemic fiar avençar possible error republica lament
FAVOR	presentar barrar sant #organitzemrepublica
AGAINST	tipic votar catala independent miler nòmer aixo dacabar processisme nacionalisme intentar separar gent origen sentiment pertanença
FAVOR	ser previsor comprar dijous #fvagageneral comerç sadhereixen vague #vagageneralf #vagageneral #faketrial #fakejustice #makeamove #capalaindependencia
NONE	capvespre dillunsdia llarg feixuc sort sacaba magia passaquan malgrat donar vençuti somiar #bonanitt #dolçdescans
AGAINST	manifestació anar dedicar treballar pagar impost cobrar diner publics copsar ser sempre dialogar poder salut
NONE	preguntar quin testimoni acceptar seriar important defensar despanyar president puigdemont semblar seriar essencial #judicitvcatradio
FAVOR	aixo voler nyols afer internar pero #tajanipuppetoffascism
AGAINST	amant #soeig regalar abonament doble #barcelonabeerfestival incloure entrar dia festival discovery ruta cata cervesa fitxar guiar general mapar #participar nòmer
NONE	carles puigdemont aturar aixo succeir paisos dirigent autoritari pujar democrates europeu institució dactuar
FAVOR	vídeo puigdemont necessitar mobilitzar decidir
AGAINST	directe diego perez cobos afirmar mosso paisa advertir col·legi larribada unitat policial espanyola
NONE	pergunta qualquer coisa
FAVOR	complir final temps possible independencia catalunya mitjà democratics pacifista poder proposar
AGAINST	majoria posar treure llaç patir mateixa retallar provocar lfmi bancar tambe pels gran sou gurtel #quenoensenfrontin unitat poblar treballador
AGAINST	primer capita dedicar triomfar politics pres molt treure graciar
FAVOR	cridar puigdemont preso parlament europeu
NONE	isabel coixet afirmar creure tenir judici imparcial #judicitvcatradio
FAVOR	#omplimstjaume llibertar presxs politicxs independencia llibertar crit poblar orgullós #diada
NONE	subscripcio anual renovar periodisme tranquil caldre felicitat feina
AGAINST	jutjar bascar prevaldre dret fonamental reunio llibertar dexpressio suspensio lactar danna gabriel vitoria legal
AGAINST	exacte traidor
NONE	anar anar estranyar tuit poder mencionar sortir veure bloquejar
FAVOR	voler empoderarte fer valer ciutadania voler contribuir assolir maxim dajuntaments independentista resposta inscriute #primariesgelida #canviaelguio #primariescatalunya #totssomprimaries
NONE	avui #girona jokkere endam jornada voler lliure stop
FAVOR	vendre dema piolins pegar gent anar pacificament votar vendre felicitarse haverho haverse carregar democracia escolar permetre #foraxusmapol
AGAINST	dejalos flipar
AGAINST	missio federal francesc trillas presentar reflexio respondre federalista donar proces independentista catala narrar primer persona divisio societat català sorgiment lassociacio federalista desquerres
AGAINST	algu animar massa redaccio sport
AGAINST	torra descartar obrir presó condemnar sera poblar contestar
AGAINST	anar previsió setmana vague general #gameisover #elmonensmira
